company Name,Question
DKNY," ""Are you a team player?"" ""that's not good because we need a one man army."". Or ""can I copy your portfolio, to remember you by"""
AuthorSolutions, How much do you want to make?
Slomin's," I was very impressed with the interview process. I left with a real sense of what I wanted in a company, and knew that it was the right company for me. One question that sticks out in my mind is ""What are your flaws.. or downfalls...?"" something along those lines."
Deloitte, Tell me about your former positions and your responsibilities.
Slomin's, What was it about your last position that you least liked. 
Ampronix, Not much at all just where do you see yourself in the future.
MedNetTechnologies," Since the position was pretty much guaranteed, the questions weren't too difficult or unexpected. The position also wasn't incredibly difficult so there weren't questions that would be challenging to answer."
CreativeCircle, They wanted current work descriptions. I have contracted for 12 years in both Printing and Graphic Design as the seasons peaked.
Brandmuscle, Describe one of your faults.
Brandmuscle, Basic simple questions: How would your coworkers describe you?
Relativity, The questions were not altogether unexpected: What is your ideal work situation. Describe work you are most proud of. Describe what you do best. Etc.
ColumnFiveMedia, There was never really any interview questions. It was more just making sure you had the skills to do the job by actually doing the work.
CreativeCircle, Who can we call as a reference.
CreativeCircle, What is your social security number
ChaparralMotorsports, Can you use or are able to perform these task effectivitly?photoshop/indesign/illustrator/excel/windows/mac/photograpghy
GOLFTEC," Basic interview questions, how long have I been designing."
BurnsBrothers&McCabe, What to you bring to the table that places you as an active asset far above any other candidate we have had in the past?
ColdwaterCreek," ""Explain an instance when you did your best but failed""."
MagnatagVisibleSystems, what do you want to accomplish durning the first month
JacksonSpalding, What designer inspires you?
BankofAmerica," They wanted to know if I knew how to design in Word. I had assumed this was straight Adobe CS and use of Word, but they wanted highly-designed docs taken from InDesign and done in Word, which I am able to do. Strange, but this was so that some non-CS clients could edit at will."
Gigya, Specific details on my roles from my past employment
Gigya, From my understanding what does Gigya do? 
APCOWorldwide, Why do you want to work for APCO?
NorthCoastMedical, Would you use this product?
RPA, Do you work primarily with Mac or with PC?
BrokawCreditUnion," There were no real difficult questions because they had already been working with me. The main question was ""can you help us?"""
Denny's, What are some of your accomplishments?
Cavender's, Silly questions from the internet. He just printed them out.
IndyMarketing, They asked what I look for in a career.
MancinoManufacturing, Can you think outside the box?
DominionEnterprises, It was more personality questions rather than technical knowledge questions.
ContractRecruiting," Honestly it was, what do you think of Madmen, and what was my favorite thing about the show? I had been going on tons of interviews so all the normal general questions were a breeze, but I had never really watched Madmen yet, and because I came from an advertising school, I guess it was expected out of me to know more about the show. HAH!"
Columbia-GreeneMedia, They wanted to know my experience and see my portfolio.
GoldenwestDiamond, Why are you leaving your present workplace?
Birchbox, they asked about my range as a designer
TheRossCompanies, Do you have children? 
PacificLodgingSupply, How will you get to work everyday if you live so far away?
PinnaclePromotions, What music I would listen to for the rest of my life if I were stranded on an island.
StateStreet, Will you be happy with the less interesting work you'll have to do?
USDepartmentofLabor, Do you have any graphic design skill?
Eataly, Why did you decide to apply at Eataly?
RobertHalf, What companies would you like to work for?
WilspecTechnologies, What are your hobbies or things you like to do?
STV, If I could deal with the outdated systems compared to my previous jobs?
JeanmarieCreations," ""The important thing is do you have a sense of urgency?"" was asked by the Vice President of Operations. There was no explanation or context for this question."
CastlePress, What were some of the important things you accomplished in your last job?
CastlePress, Why did you leave your last job?
Kissler, What skills do you possess that make you qualifies for the position?
ClassB, Do you draw superheroes
Uline, How do you feel about a strict corporate dress code?
3M, Why 3M?
Mann'sJewelers, Describe a project you didn't like or didn't come out as well as expected.
Sign-a-Rama, If I was ok with $9 an hour?
Sterns, Name three words to describe yourself and why. 
PostNet, I was asked what type of design work I had done in the past.
UMUC, Have you ever worked with the military before
SlideGenius, What do you know about Slide Genius?
AmericanExpress, Give an example of a company who has a successful marketing strategy and why.
RobertHalf, You should be aware that working with us as a freelancer/contracter isn't very steady as far as jobs go nor is it a source of stable income.
JerryLeighofCalifornia, How well do I work with programs and the speed with programs?
SlideGenius, Tell me about yourself
JobSparx, No unexpected questions.
BladeHQ, What can you bring to the position?
SakarInternational," The questions are about your previous work. How efficient are you with a mac, how you would rate your skills in terms of the software. Personal questions get asked, like are you married, if you have kids, how old are you, nationality. That caught me off guard and I thought it was a bit unprofessional. Then you will be told about the position. You will be told about the company and their hours and pay."
RobertA.M.SternArchitects, What is my greatest weakness? 
Alere, Do you like Apple's design style
SkylineExhibits&Design, What would be downfalls of the job?
NorEastDesigns, How long have you been a designer?
SkylineExhibits&Design, Describe yourself without using school/college and work experience.
"CoffeyCommunications,Inc.", What sort of workplace do you succeed most in?
"CoffeyCommunications,Inc.", What are you looking for in a supervisor?
DAZProductions, Why did you apply for this position?
Nokia, Lots of questions about computer technical skills and attitude regarding graphic details. Some questions regarding work style and personal management style.
AKQA, What are 2 projects in your portfolio that you are most proud of and why?
FastSigns, What are your strengths?
MinutemanPress, Explain what kind of graphic designing you have done in the past.
PUMA, Do you have any experience with apparel design?
ReminderMedia, Give 3 strengths and 3 weaknesses that you have with design and work overall
MuccaDesignCorp, 1. Are you available for full time or freelance 2. How long it takes you to design and develop X project 3. Something related with how I collaborate with other people in a team 4. Personal and professional Interest
BarebonesLiving, Where do you want go with the company and with your career?
DAZProductions, What is a project you are proud of?
DAZProductions, What experience do you have using 3D modeling software?
DAZProductions, Explain your experience in design.
TracyLocke, What was your least favorite assignment and why?
JustSalad, tell me about yourself
TheCEShop, What are you looking for in a leader/team? What are you not looking for in a leader/team?
PENFEDCreditUnion, What are strengths weaknesses and previous experience
RobertHalf, What are you doing now? What software do I know how to use?
BHGPrinting, What are you looking for?
GeneracPowerSystems, Can you work in a PC environment?
GreenOliveMedia, Have not interviewed yet but will respond soon as I interview
ElectronicArts, Are you able to work in a fast-paced environment?
RalphLauren, Anything you want from the company?
NBCUniversal, Tell me about a project that you did that required you to think differently while collaborating with others? Was it challenging?
NorEastDesigns, What software do you know?
Melmark," No difficult questions from the marketing people, who were very friendly."
StillwellPartners, Have you worked with an event planning company before? Did you know Salesforce before? Do you have any past experiences with 3D rendering software?
TimeOutforSports, Are you independent or do you rely on someone for housing
ArcAspicio," They are a consulting company, and I have no consulting experience, but instead I brought up the things that I could bring to the company. New software, new ideas for puplications."
I.O., Do you have any video editing experience?
AmericanNuclearSociety, What is your greatest weakness as an employee?
RobertHalf, What do you ideally see yourself doing?
[L]earnedMedia, Do you know how to code?
mindbodygreen," Talk about previous expereince, what is my favorite logo, can I name an example of a company that has great design and community interaction..."
SECURIPORT," I was asked if I would be open to traveling, which I did not expect since my prior experience did not include travel."
LincolnChildren'sMuseum, What changes I would make to their website
MODWorldwide, I don't recall any questions - just them warning me how much overtime they work.
AllenComm, Pretty standard stuff. The interviewer made it a point to review the company's creative process and workflow with me. It felt more like a conversation than an interview.
SofterWare, Design and coding questions were asked but the director of HR asked a few questions that I believe made little to no sense and i think she was trying to ask design questions but without being a designer. i felt this was detrimental to the interview process and overall confusing.
G-IIIApparel, Past experience
RecognitionWorx, Do you vector laser
ariela-alpha, What is your salary requirement?
Lands'End," What am I looking for, coming in to this position?"
TrustedMediaBrands, How do you address conflict and please give a few examples.
SpartanInnovations, Do you work well in situations where you are in charge of managing your own projects and time to meet deadlines? 
ColumbiaCollege," If you've submitted about five designs to a client and they still are not satisfied with your work, what would you say and do?"
CreativeCircle, Nothing unexpected.
MarcusCorporation," ""Give me an example of a time when you did not like what you were working on."""
Angie'sList, What do you know about Angie's List? 
