company Name,Question
O'NeilLanganArchitects, Basic questions about yourself and your work. Tell us about yourself. 
ZGFArchitects," There was not one specific difficult question asked, but I will say they are very interested in understanding why you chose a specific solution for a project. They asked many questions that delved into my thought process - i.e. how do your ceiling forms relate to your original concept? I would liken it to a more relaxed and friendly critique than l experienced during my college years - just be prepared to defend your design in a way that relates to the job you're interviewing for. "
MenasheDesign, Talk about your working experience
IKEA, What is your favorite room in your house and why? Where do you get your inspiration from? How would you define success?
RestorationHardware, Where do you see yourself in 5 years?
GSCArchitects, about draw ability of construction documents
DARRANFurnitureIndustries, Are you okay with this job being less creative than your current position?
RomanandWilliams, Are you willing to travel?
StudioMcGee, Describe your design aesthetic. 
RomanandWilliams, What do you think about Roman & Williams?
RomanandWilliams, Do you have experience with furniture design?
IKEA, What is your favorite tool? 
Mackenzie," What parts of group projects presented in my portfolio where mine, and what parts did other people do?"
GreshamSmith, What do you know about the company? Walk us through your design process and portfolio? 
DLRGroup, What are your strengths and weaknesses?
Target, Tell me about a time when you had to overcome a difficult problem. 
VillaHealthcare, We talked a lot about my experience and they asked how it would benefit their business after they explained what their plans were for the future.
CouparConsulting, Wanted to see my work samples/portfolio.
Gulfstream, talk about your self? 
HOK, Walk us through your portfolio. Talk to us about your experience. Do you know about HOK?
DecorAid, Would you be able to take on a project tomorrow?
PDTInternational, Tell me your experience
BHDPArchitecture," If you could describe yourself as a kitchen utensil, what kind of utensil would you be?"
BCVArchitects, Can you walk me through how you made these design decisions?
SpringsWindowFashions," basic experience requests, portfolio review, ect."
EthanAllen, Define success in Design and explain how you are going to achieve it. 
"TheTileShop,Inc.", Do you know how to calculate square footage?
3DayBlinds, what do you know about 3 day blinds 
STGDesign," What is usually your favorite part of a project (Programming, SD, DD, CD, CA)?"
Gensler," Standard interview stuff ... ""Why Gensler?"" ... ""Where do you see yourself in 5 years?"" etc., etc."
Gensler, The usual suspects
WeWork, Portfolio questions
TiplerDesignandBuild, ALOT OF QUESTIONS longest interviews I have EVER had
RomanandWilliams, What is your past experience?
tvsdesign, How did I see myself fitting into TVS? What were some personal strengths?
a+iArchitecture, They asked if I fully understand contract furniture system
DLRGroup, Where do you see yourself in the next 5-10 years.
Alderman," The questions were basic, they just asked what skills I had along with other design related questions. "
BuilderDesignCenter," They asked me a lot about my past, a lot of personal questions. More personal than my past."
CallisonRTKL, Why did you leave your last job?
ArhausFurniture, Have You Been The Showroom in The Meat Packing District?
ThomasvilleFurniture," Several questions with regards to design and sales experience, to management and process development questions."
CallisonRTKL, Why do you want to work for this company?
ChildsDreyfusGroup, How many years have you been working in the industry? Are you involved in the community? How do you stay on top of current trends? Do you know how to use Revit?
Corgan, What is your favorite part about your previous role?
MarmolRadziner," I had been very prepared for the interview, and nothing they asked was out of the ordinary."
TheFingerCompanies, How I felt about having a boss who is passionate and involved in every decision of his company?
InterbrandDesignForum, the computer skills?
SKBArchitecture, What do like about this company?
SliferDesigns, How was it while working for so and so company?
FloorandDecor," Experience, how I've solved a problem in previous job."
SliferDesigns, So tell me about yourself and your work background
Bungalow, My budgeting skills
Bungalow, How I would design a home for them
Malouf, What was something I looked for in a company?
LPA," All the things you are showing on your portfolio is design, staging, and pretty stuff, but have you done any architectural details? "
FieldstoneA&E, What makes your perfect job?
"BoulderAssociates,Inc."," What has been your favorite job thus far, and what about that work environment and/or management style made it a positive experience?"
dba, Software proficiency and prior experience 
EthanAllen, What do I know about the company?
HLW," Salary expectation, experience with FFE selection "
HeritageHomeGroup, Interview questions will center around your ability to engage clients into talking about their home so that you can assist them with their projects.
Gensler," They asked me to go through my portfolio , which of their projects that I liked and what part of interior design was I interested in ."
PerkinsEastman," The questions were around practice focus, design methodology and leadership/mentoring skills. Since a specific position wasn't advertised there were discussions about different scenarios for an interiors design leadership role."
S&PGlobalRatings, what do i like to do outside of work
SchoenfeldInteriors, Where do I see myself in 5 years?
IrmaShawDesigns, what my favorite design style is 
"BoulderAssociates,Inc."," Tell us about a design problem you have faced, and how you approached solving it?"
JPCArchitects, How do you handle multiple deadlines at the same time?
SafaviehLLC, They asked me about my selling experience and how I would secure a sale. 
La-Z-Boy, Knowledge about the company
Bespoke," If I had other interviews and where. Salary expectations and fill a questionnaire with software skills, references and experience."
BKM, Tell me about a time that you were criticized and how you fixed it.
Perkins&Will, How effective are you with collaborating as part of a design team?
TheCasperCorporation, Do you know the High Density Storage Industry?
DirectSupply, What was your biggest mistake at your last job? 
Shea, Tell me about yourself.
Starbucks, Describe my experience
Gensler, The questions were basic interview questions. Nothing out of the ordinary. 
GallunSnowAssociates, What interested you about our company?
Gensler," Apart from those usual questions asked at an interview (self-introduction, strengths/ weakness etc), some of the questions I found interesting are: - What are the challenges you have at your current job and how do you deal with it? - What motivates you and how do you keep yourself inspired?"
Gensler, The interviewer was too impressed with himself to ask anything meaningful. Very shallow. 
KellyWearstler, My contribution to past projects
La-Z-Boy, What would you do if you had a difficult customer and how would you handle the situation?
La-Z-Boy," questions are mostly about your previous experience, and how you handle them."
DentonHouseDesignStudio," Previous experience, and how my design skills would contribute and set Denton House apart."
Dyer/Brown&Associates," Q: What are your daily roles, familiarity with the following tasks, etc?"
MarSilverDesign, What will you do if you don't get this job?
InteriorMotives, Are you willing to work part time and maybe at home most of the time?
BassettFurniture, Why should Bassett hire me?
Gensler, Tell us about your experience. What projects do you enjoy working on most? 
ClassicHomes, Why I wanted that position.
EthanAllen," Questions were typical ""objections"" a client might say or ask."
RivaCreative, what kind software do you use?
La-Z-Boy, The store manager ask me to find something in the store that you like and try sell it to me.
HLW, What software have you used for your school projects?
LigneRoset, What was my past experience in the furniture sales industry.
Aref&AssociatesDesignStudio, Why did you leave the last company?
CadreTechnologies, They asked if I had experience with bathrooms and if I would be comfortable working with modern industrial esthetics as majority of my complete projects were rather classic elegant.
HOK, They asked me to present my portfolio showing design intent and execution. Focus on core elements and narrative. Past experience and design aesthetic. 
Mithun, What is a challenge you've faced and how did you overcome it?
Gensler, Why choose Gensler and what is your goal.
StaffelbachDesignAssociates, What is your 5 year goal?
La-Z-Boy, They asked very general questions and wrote down my answers. Example: strengths and weaknesses.
NorwalkFurniture, n/a
EthanAllen, Why do you want to work for Ethan Allen?
lauckgroup, Can you do construction documents and technical duties?
EthanAllen, How much interior design field experience I had?
BeaconCommunities, Tell us what do you think about company's projects?
LivingSpaces," I was asked to design a living room for a fictitious family with kids and pets, I had access to the showroom and was able to ask employees for help about the merchandise and services and had a few days to complete it "
LEOADALY, What is your process?
DesignBuildConcepts, I don't remember any difficult or unexpected interview questions.
LEOADALY," What interior design programs are you proficient in? (AutoCAD, Revit, Adobe Photoshop, Powerpoint, InDesign, Spexx....etc.)"
Tesla, What are 5 ways to attach a flag pole to the side of a building.
GroupOnePartners, Why do you want to work here?
AECOM," How do you work in a teamwork environment, please give an example of your past experience working in a team."
