company Name,Question
Tripwire," The best interview question to date in my career. If I were to designer the Harry Potter magic map as a web application, what would be my approach?"
Toptal, Walk us through your design process when you present your test project.
DollarShaveClub, What brand have an influence on you and why? Questions about experience and what drive me in designs. 
Striiv," Explain a project/design, the problems you faced and how you solved them. "
TheGrommet, Why did I want to work for a start-up company?
Status, They did not ask me anything at all.
GordonFoodService," Can you give an example of a situation where you needed to build rapport with someone, and how you went about doing that? "
Toptal, How did you hear about us and why do you want to work with us?
Tapjoy, They posed a design problem that took some time to think through and provide an adequate response.
BrowardCountySchools," This is a very structured corporate environment, so the questions they asked me were general questions about how I work and my processes. These questions were designed to be asked to anyone of any profession."
ThermoFisherScientific, They asked me to critique an ongoing project that they had received from their design firm.
Enlivant, why should we hire you?
Emerson, How I could benefit or improve their current processes. 
Yahoo, Time when I had a difficult / angry caller and how did I handle that call?
Whova, Please explain your design process through (project on my resume).
Wondersauce, What are the different user cases that factor into the functionality and features of the product you've created thus far?
Palantir.net, The Process of 1 project.
DutchBros., What's your favorite superhero? 
UbiquitiNetworks, Can you design these two features for us?
Spreetail," Percentage wise, how would you break down your time spent on the design challenge?"
Whova, What is your definition of UI and UX design and how are they different?
PopCapGames, Do you have any experience working on mobile devices? User-testing?
Gild, I was asked questions pertaining to the role and my areas of expertise.
Evite, Is there a difference between iOS and Android design?
InMotionSoftware," If you were to redo this (older) design in your portfolio, what would you do differently?"
LogRhythm, What is your strongest trait as a designer?
CallidusCloud," Tell me about your Masters Degree or Bachelors Degree. Can you explain your resume? Where are you actually from, originally? Walk me through one of your projects."
PlayQ, What is the worst kind of feedback you have received?
PlayQ, What game do you think has the best UI? Why?
PlayQ, What game do you think has the worst UI? How would you fix it?
SAP," Tell me about your Masters and Bachelors Degree. Where are you actually from, originally? Can you walk me through one of your projects? How fast can you push out the project?"
Zillow, Design test: Look at our app and help us come up with a new feature for it
Raytheon, Everything was as expected. Nothing Strange.
StarwoodHotels&Resorts, What are your weaknesses?
PocketGems, I don't recall specific questions; the interview was fun and easy.
DoubleVerify, How do you collaborate with developers.
PatientPop," I believe the most important part of the interview wasn't any one question, but was the take home design challenge."
PatientPop," I believe the most important part of the interview wasn't any one question, but was the take home design challenge."
"PartnerComm,Inc.", Some logical & reasoning type of questions 
"PartnerComm,Inc.", My strength & weakness 
OMS," if you have an issues with an co-worker, what will you do?"
"PartnerComm,Inc.", Website redesign approach 
Autosoft," What is your experience with Photoshop, out of 10?"
"PartnerComm,Inc.", Walk through of my Portfolio & works 
Capco, Walk me through your design process.
"PartnerComm,Inc.", My Professional and educational background
"PartnerComm,Inc.", Explain my design process.
"PartnerComm,Inc.", To talk about my favorite work and why it's my favorite.
Zenefits, Describe a project you are most proud of. How would you approach the challenge of creating a flight booking engine? Sketch a redesign of your favorite app.
UniversityofTexasatSanAntonio, Describe a situation were you encountered a problem with another employee and how you handled the situation.
MajorLeagueBaseball, Why do you want to work here?
Zoosk, How do you feel about working for a tech company as opposed to advertising.
Pentius, Why do you want to do design?
McAfee, What is your ideal position? 
IBM, I did not have one.
IBM, Could you prepare to walk me through a couple of your projects that best demonstrate your approach?
Dopravo," Interview questions were very easy. As I said before, they are interviewing people to collect ideas only. Sorry, but it seems like that!"
PocketGems, Basic UI/UX design questions
Google," If you had to design a digital clock that had only two buttons and could only display numerical characters, how would you design it? What other capabilities would you add?"
Storm8, How I would like to work with the cross functional team.
"Prager&Sealy,Co"," Tell me about a time you had a problem, and how you used analytics to solve it. This could be in an internship or even a class."
Netchemia, Mini SAT style quiz along with personality test before in-person interview. The content of the quiz catches you off guard and you are timed.
AmbryGenetics, Tell us about your most successful project and your most difficult challenge at your previous employer.
PivotalLabs," The UX heavy design challenge was unexpected, for someone who focuses more on visual design. "
SetSchedule, How would you improve the website/application?
Deloitte, Technical Questions
RAND," They asked what types of development tools you use? And a somewhat trick question of ""what is a z-index?"". It seems like an easy question to get basic html experience answers but it was odd."
SelfAwareGames, - Nothing off the wall or irrelevant (no silly thought puzzles or anything) 
Pavlok, What's the most interesting project you worked on?
Pavlok, Explain any difficult situation while working as UI/UX designer and how did you handle it.
BTechGroup, What do you think is the most intuitive user interface ever created?
Quidsi, Critique Gap's product page
Honeywell, Who is your favorite designer? 
PartyCity, What is your definition of success?
Honeywell, How do you handle failure? 
PartyCity, Why do you want to work for Party City?
Kayak.com, How do you know when something is well designed? 
Honeywell," I'm designing a 10,000 story apartment complex, how would you design UX for the elevator? "
Kayak.com, How do you think about improving an existing product versus new product innovation? 
Yelp, What do you know about Yelp?
Kayak.com, Share an example of an app that is well designed and an example of an app that is poorly designed but has a good user base. 
Kayak.com, When do you employ data-driven design versus intuitive design?
SHYFTAnalytics, I was asked to go through my design process by using one of the projects in my portfolio as reference.
IMAX, Why IMAX?
ZvkyDesign, Redesign task 2
ZvkyDesign, Home screen and Quit game pop up design for a zombie game(screenshots of the game where given)
cPanel, Add form / input validation to the registrationform div with Javascript. Please do not use a JavaScript library to do form validation
Arm, What kind of designer you are?
StateStreet, What do you know about State Street? 
BeeCaveGames, What kind of video games do you play?
TableauSoftware," Even though the position was a Sr Manager -- and I have 20+ years experience - I was given a ""homework"" assignment more suitable for recent grads and interns. If I was interviewing for CFO, would they have given me a math quiz?"
IBM," None of the questions were difficult, but the nature of the recurring ""How would you handle this negative situation"" was a bit alarming."
CBSInteractive," They mostly asked about portfolio items, asking me to describe various projects that I've worked on. Why I applied, what I'm hoping to get out of the internship, past experience. They also described the work that they do and what they were looking for in a summer intern."
RavenTools, Tell me about yourself as a person. What are your likes.
Pierry, What's your experience sizing/scoping projects and writing SOWs?
Zipongo, Tell us about a favorite project you've worked on. Tell us about your design process. Why are you looking to leave your current company? How do you deal with critical feedback? What are you looking for in the next company you work for? What are some of your favorite products in the market? What's your experience working on Android and iOS? What kind of things do you want to learn or get from your next roll? 
UniversalProcessing, Why did you apply for this position in the company?
ThousandEyes, How are we different than competitors?
ZvkyDesign, Which game app do you think has a bad UI/UX and how can you improve it.
ZvkyDesign, Redesign task 1
Animoto, Critique a website you visit often. What would you change?
HallmarkLabs, whiteboard design exercise 
Animoto, How would you fix a flow of uploading and selecting files.
Animoto, Design a wireframe flow of two products that a user can select.
Avizia," Mostly work ethic, personality/culture fit questions. Not so much focused on talent/skillset questions. Wanted to make sure I fit in with the company culture, if my skills complimented the other designer well, etc."
Binary.com, Why did you select this school?
AdvanceAmerica, Behavioral Questions
"ClickTime,Inc.", Design a toaster for blind people and walk me through your thinking process and how you'd execute your decisions.
Curbside, Design process and creative thinking. Onsite task to prototype an elevator panel for 1000 floors.
Binary.com, What are you looking for in your next job?
Binary.com, How would you describe your study habits during college?
Friendster, What I would change in their current product to make it better.
IXLLearning, Tell me about yourself.
zypmedia, What do you know about Single-Page Applications
Binary.com," What about 5 or 10 years down the road; where do you want to be, career-wise?"
Gloo, Describe your previous jobs etc.
Gloo, Explain your design process.
AlkamiTechnology, Tell me of a project when you were given strict brand guidelines. What was your experience like?
NZXT, Describe your design process.
Yodle, What new apps or software have you been using lately?
AlkamiTechnology, Tell me of a time when a client wanted you to work a design you didn't like. How did you handle it?
AlkamiTechnology, Why do you want to stop freelancing?
AlkamiTechnology, How would you react if you were given a project with very little guidelines or specifications?
AlkamiTechnology, Tell me of a time when a client was completely unsatisfied with a deliverable. How did you handle it?
Outreach, What's your design process?
AppSumo," If we were to ask your coworkers, what would be a professional weakness of yours?"
Beepi, They asked to talk more in details about each project on my portfolio. 
Meitu, So tell us about yourself.
AtlantisDental, Why do you want to work here?
Peaksware," If you were to create a design system for the app, how would you go about doing that?"
CreativeCircle, Standard questions a creative interviewer would ask allowing you to speak to your strengths.
WildTangent, What makes you stand out as a candidate for the job?
TrainHeroic, How did/do you develop your design style and eye?
TrainHeroic," After interacting with the app, what project would you want to tackle first?"
TrainHeroic," In terms of the role, what would you say is your biggest weakness?"
AvePoint, If I had any experience with SEO.
TitaniumEventManagement, Where do you see yourself in five years?
Raken, What is your background?
Quixey," The design challenge was not bad, didn't take that long and was fun to do. No really difficult questions because I did not move that far along the process"
IBM, What's your strength in Graphic design
CobaltMortgage, NONE- It was a conversation
PLAYSTUDIOS, Basic Interview Questions
Amazon, Why do you want to work here?
Zynga, None really. Most was straight forward. The company seems to enjoy those who have a variety of skills rather than mastery of just one.
WAVMedia, What do you think this feature does?
LeTV, what's your plan for next 5 years
Toptal," Interview questions include for the English assessment level include talking a bit about yourself, your background and professional experience."
Pavlok," Design an On boarding experience. 3 test to test HTML, Css and Js "
DESIGNATIONLabs," The job postings are mostly in Slack channel, and I'm not quite sure where else. The interview includes a design challenge. The questions are standard, about experience, why this company, it's very casual."
CardinalBlueSoftware, Can you put our design style onto your product? 
CardinalBlueSoftware, Do you ever feel zoned out when doing design?
Everplans, What is user center design?
RDI/A, Nothing. Cancelled the interview at the same time I was supposed to have it.
OfficeDepot, How to draw a table in HTML.
PressedJuicery, How would you solve this problem you identified on the homepage?
SchellGames, What kind of software do you use to create XXXXX and what's your special technique?
NIO," They asked about my background, education experience in the industry, my story."
CourseHero," I had not worked with .sass or .scss before, so I was a little nervous that I was not familiar with some of the technical aspects of the position. Luckily the lead designer made this coding transition for me very seamless upon accepting the position."
MarketTradersInstitute," There were a couple interview questions, but the most important question was that what would I do if my boss is making a bad design decision."
cPanel, What was your biggest challenge?
GlobalLogic, Interviewed by four different people and was asked to provide solutions to data visualization design challenges.
CARFAX, I can't recall. it was on the fly. They were all pretty new to me in the realm of marketing.
SamsungResearchAmerica, What process do you most enjoy in Design?
MeridianLink, What are you looking for? 
MeridianLink, What do you know about MeridianLink? 
MeridianLink, Salary expectations
