company Name,Question
D.E.Shaw&Co.-InvestmentFirm," Which is more: a) the number of stars in our galaxy, or b) the number of grains of sand that will fit in a 5 gallon bucket. How do you estimate both (a) and (b) using reasonable assumptions that a normal lay-person could verify/agree-with?"
CapitalOne," If I roll a dice, guess what I will ask you."
Acumen, walk me through your resume.
GoldmanSachs, What should you pay attention to when you are trading
CMEGroup, How would you model an FX swap?
BankofAmerica," What is the standard deviation of this set of numbers (1, 2, 3, 4, 5)"
OptionsGroup, Why did you relocate to this other city?
Google," The on-site interviews were not so easy. One thing to note: I have 20 years of experience and a strong track record of getting results. The interviewers had zero interest in what I've done before. Instead it was white boarding all the way. Felt more like an old-school math class -- go to the board and solve this problem -- than a job interview. Toughest question? Honestly, this was 4 years ago and I don't recall precisely. I think it was how to determine mean standard deviation of two blended datasets for which you know their means and standard deviations (and maybe Ns) but for which you've lost the original data. Turns out it's a classic you'll probably encounter in first year statistics, but I hadn't thought about it in about 25 years and so stumbled. "
Google," An ice cream shop wants to determine the probability of any random customer buying one of their three flavors, based on their historical data set. "
IntercontinentalExchange, Q: Do you have a heartbeat and are you breathing?
IntercontinentalExchange," Q: Are you satisfied with consistently being average, never under-performing, but capable of doing the bare minimum to stay above the bottom 30% and off the radar?"
HelloWorld, They asked me questions about particular Apple iOS Class interfaces.
Acumen, Why Acumen? 
GoldmanSachs, Why do you need virtual destructors?
U.S.Bank, Was asked to interpret their SAS code.
KnightCapital," At some point in time there are N cars moving on the same direction on a one-lane road. Their speeds form a random sample of some continuous distribution. Each car will move at its current speed unless it reaches another (slower) car, at which point it will slow down to the speed level of the slower car. What is the expected number of car clusters that will be observed in the long run? "
Acumen, The phone interview went in depth into past research. Be prepared to discuss it.
Hired, Please update your profile on our database. Pls put desired salary down as 100K (which is less than I am making now). Please indicate you are a software engineer (I am NOT a software engineer). 
MorganStanley," If three random variables all have pairwise correlation rho, then what are the possible values of rho? "
JaneStreet, Cloud raining or no cloud raining 
Sentrana, what is k means clustering
Citadel," You are given an array of integers, A1, A2, ..., An, including negatives and positives, and another integer S. Now we need to find three different integers in the array, whose sum is closest to the given integer S. If there exists more than one solution, any of them is ok. Is there an algorithm to find the three integers in O(n^2) time?"
Citi," 5) What other question did you expect me to ask from your resume, that I must have missed? (Weird! I was unprepared for this)"
MIT, When can the yield go negative
MIT, What is the yield of a treasury bond
Google, What is the yearly standard deviation of a stock given the monthly standard deviation?
D.E.Shaw&Co.-InvestmentFirm," The most unexpected questions was how would you color a 3-colorable graph. I was initially thinking that you had to do something efficient, which isn't possible, but he just wanted some way of doing it."
Allstate," If you have 8 balls and a scale. If you can only take two measurements, how do you find the one ball that is lighter than the other 7? "
ChathamFinancial, how would you explain Taylor expansion to someone who doesn't know any math at all...
DeutscheBank, Do you like markets? Convince me. 
TwoSigma, tell me about finite element methods. 
Citi, Tell me some algorithms about recursion and sequence. Game theory is about distribution and the second one beat me in addition to the t-distribution.
DeutscheBank," The technical interview consisted of a variety of questions on pricing, Fixed Income, numerical analysis. One question was: You are at the horse racetrack. Four horses are racing. Betting on any horse costs $100. Betting on the first three horses pays off $400. The fourth horse pays off $399. If you can both take and ""write"" bets, what is your strategy for riskless profit?"
Acumen, well all questions were all right.
Citi," what is the square root of 64,000?"
RLSIndustries, they asked if i had used a program called infusion soft
Yammer, Probability/brainteaser type questions
Citi, empty class size
Acumen, Why are you interested in Acumen?
Acumen, Tell me about your resume
RegionsFinancial, Where would you get data if it were hard to find?
Quantlab, Can you tell anything about the correlation of the security who has variance pointing high and low ?
Quantlab, Describe what does eigenvector physically means ?
Google, Would you prefer to have new products through innovation or focus on your current main products? Please provide me some examples from your prior experiences to answer this question.
J.P.Morgan, How would you estimate pi?
Property&PortfolioResearch, -do you have any statistic modelling/analysis experience? describe it. -any CRE experience?
AKUNACAPITAL," If an nxn matrix is populated with 0 or 1 randomly, what is the probability that it is non-singular."
TwoSigma, How do you decide which variables are the most important in a regression.
BloombergL.P., Tell us about your resume.
AKUNACAPITAL," If three points are randomly selected on the sides of a square, what is the probability that the triangle formed by the points contains the center of the square. "
JaneStreet, I had the infamous 30-sided-die-two-player game alluded to in other posts.
CapitalOne, How could you calculate the area of the circle numerically?
BankofAmerica," Why finance? Why Bank of America? Simple technical questions on Greeks, VBA, and VaR. A question on CDS. Give an example where you explained some concepts to someone without a technical background. How would you start solving a problem from scratch without any references or external help? "
BNYMellon, Talk about a project that you have worked on and what were the results.
JaneStreet, You'd better react quickly. Or they'll think you are not smart enough.
FirstRepublicBank, Basic SQL and statistics questions.
MorganStanley," 3 variables x,y,z have equal pairwise variance. What is the possible value for Rho"
Citi," There are 3 boxes. Each box includes 2 balls. The first one includes 2 black ball, the second one includes one black and one white and the last one includes 2 white balls. Pick 2 balls from one box. The first one is white. Then, what's the probability that the second one is also be a white?"
MorganStanley, Asked about my Past work experience. Asked about my most comfortable Programming language. Do I follow the Market? What is the price of Dow and MS today. 
TheClimateCorp," The challenge wasn't difficult, it was time consuming. It took a total of 12-15 hours for me to finish. They gave you a sample data long with 9 questions, the range of the questions covers from fit a basic linear regression model, interpretation of the interaction effects, imputation of missing values, etc."
Google," Some basic stats questions, like test, pdf, cdf of a distribution."
Opower," No question stood out as more difficult than the others. They did ask a couple ""case study"" type questions, which I think many people find somewhat difficult."
GenevaTrading, How is your communication skill?
Google," simple statistics, uniform distribution, sample size calculation"
Quantlab, Write a pseudo code to transpose a matrix.
Citi, What is one thing that you'd like to share that's not on your resume?
AgilexTechnologies, None. The interview was mostly about fit.
EY, Every question was in Chinese
FirstRepublicBank," Some questions based on your previous project, some coding problem on R, SQL."
Citadel, What datasets would you utilize to predict quarterly sales for company X?
