company Name,Question
AdvisoryBoard," When you compared your current job responsibilities to the ones listed for the consultant position at ABC, what differences did you see? "
Bluewolf, Tell me about yourself?
Epic, What is one question I haven't asked you yet that I should have?
FactSet," You have eight metal balls of which one weighs .01 of an ounce more than the others. With a perfectly accurate tipping scale, in two tries, how can you find the ball that is heavier. "
FactSet," You have two buckets. One is a 5 gallon bucket and the other is a 3 gallon bucket. With infinite amount of water, measure out 4 gallons. "
FactSet," If this rubics cube were made of sugar cubes and all of the cubes on the outside got wet and I had to get rid of them, how many sugar cubes would be left?"
Accenture, What is the difference between an integrated systems consultant and a management consultant
Mattersight, How much would you charge to wash the windows in downtown?
Accenture, Why would you want to work at a competing firm?
Forrester, What salary are you looking for?
SunriseSeniorLiving, What will you bring to this position.
BankofAmerica, Are you willing and able to provide support on nights and weekends?
Oracle, What is your most difficult task in you last consulting job?
StreamGlobalServices, Do you prefer working as an individual or a team?
Amentra," You are in a position where you do not know the answer in a tense situation, what do you do?"
Slalom," Given an array of numbers, print out Fiz if the number is divisible by 3, Buzz if divisible by 5 and FizzBuzz if divisible by both. Print the number if it is not divisible by either."
WoodMackenzie," Typcial consulting-style questions...Google them and practice. The process wasn't as high pressure as other interviews I had for consulting, but the consulting style interviews aren't natural. "
WalkWaterTechnologies, Do you know what ERP is? 
CGI," nothing, just went over resume."
BostonConsultingGroup," The client was a major credit card company (e.g. Mastercard, AmEx, etc.) with $2B annual revenues. Last year, they entered into the Chinese market with limited success -- only bringing in $6M in revenues. They have entered into other emerging markets and have been successful. The CEO wanted to know whether the Chinese market is attractive, and what are some strategies for either growing in the market or retracting from the market."
McKinsey&Company, Tell me about yourself
Deloitte," What is one of your strengths, and how has it helped you overcome a difficulty in your professional past?"
KaiserPermanente, why do you want this job verses job xyz that you would be perfect for
ConnectWireless, Why I wanted to work for Connect Wireless
SunTanCity, What makes a good salesperson? 
KansasDepartmentofSocialandRehabilitationServices, Can you name some common ports for TCP and UDP?
PinnaclePropertyManagementServices, how would you deal with an employee disobeying the rules?
AT&T, When was a time where you had to sway the opinion of your client
HealthNet, nothing
HealthNet, nothing
UniversalProcessing, Do you have any sales experience?
AXAAdvisors, What is one of your weaknesses?
KaiserPermanente," They give you a brief business issue and ask ""How would you frame the approach you are going to use to solve this business issue? Please describe why you think this is a good approach."""
CGI, Why do you want to work in IT Consulting for CGI?
CGI, I have heard rumors of people being asked random math questions. ie. What is 18x35
Aflac, They asked me what drew me to Aflac and what my goals both long term and short term for my carreer.
Guidewire," I had background in there software, there for nothing was very difficult or surprising. In chicago I had to write some code for a recursive function to meet a specific need.,"
Accruent, Where do you see yourself in five years.
McKesson," Through the use of UML diagrams, describe a system that you worked on (designed, coded etc). How would you improve the design? How would you improve the efficiency? What are the trade-offs?"
SAP, Where do you want to be in 5 years.
PacificGasandElectric, Why work for a company that has little moral values?
Slalom, What is the difference in being a consultant vs. an FTE?
Deloitte, Business Case -- A CIO of a multi billion dollar company is unhappy with the firms global IT Help Desk. People have been complaining of slow time to resolution on problems they are having. How would you go about advising the CIO on how he can fix things?
StandardHeating&AirConditioning, Tell me in detail how you would go about making a sale. And there will be follow up questions.
UCS, Why do you want to work for us?
BoozAllenHamilton," What is the most challenging intellectual experience you've had, and how did you approach it?"
TheHackettGroup, Tell me 3 words by which I should remember you.
TheHackettGroup, Area of improvement
BondLogistix, Give me an example of how you dealt with conflict with a direct client.
Sprint, Who is your best customer?
"alliantgroup,LP", Discuss some ways you have used (cloudbased) CRM brand to analyze lead data.
OliverWyman, Full case: How profitable is our client's credit card portfolio?
OliverWyman, Quick case: Why are the lines in our client's bank averaging a 45-minute wait?
"Ryan,LLC", N/A
HuaweiTechnologies, if you want to relocate to China and move your family there.
Panalpina, Why are you considering to join panalpina?
USDepartmentofEnergy, What makes you the ideal candidate? Answer: I get things done fast.
OpenLinkFinancial, What method can I call in the JQuery API to hide a propety?
RobertHalf," RHT will ask you for some specific citation on how you have facilitated return on investment through your work. The day of my interview I was emailed a form with two questions: Please provide three brief bullet points about yourself; what would make you most attractive to an executive who has the authority to hire you. Be sure to include specific industry experience (i.e. health care, pharmaceutical, legal services, government agency, energy) as well as your most recent and strongest technical skills. One of the services we provide to our Consultants is our ability to market their background into companies or projects, which particularly suit their experience. This process is very much enhanced with a 10 to 20-second testimonial listing specific accomplishments and the benefits of those accomplishments. Using the following examples, please take a few moments to write 2-3 testimonials about your accomplishments."
RobertHalf, Specific resume' questions.
OpenLinkFinancial, What kind of objects can a OpenLinkor array contain?
VisaInc., How do you manage clients? What's your approach?
VisaInc., what's did you accomplish at your last job?
EzeSoftware, Logic questions are unexpected. Can ask anything from number of socks matching socks to number of apples in basket. Visual diagrams also provided. They are much simple then they look!
WellsFargo, What do you know about a specific regulation?
Sprint," No difficult questions at all. More personal questions, which is fine when incorporated with actual or even typical interview questions. Most difficult questions "" So we have to pull customers from the floor do you think that will be an issue?, ""do you think you will have a hard time with the process of commission pay? being you get paid on commission a month later"". "
RedBeltSolutions," If hired, what would you bring to the company?"
NutritiousLifestyles, I was required to complete an 8 pages of clinical case studies. Knowledge that a consultant should have already had in there work expeince.
Box, Why do you want to work at Box?
U.S.Cellular," The online assessment asked me to rank values from most to least important, rather than assigning each one its own score. Thus, if I ranked some at the top, the others ended up at the bottom. This is different from the usual procuedure with such assessments."
AT&T, Name a time when you were able to provide exceptional customer service and what was the result?
CreditSuisse," none as a such, they were mostly discussing my projects and what i bring to the table, and going through their script of q's"
COMSYSITPartners, That is precisely the challenge: that nothing was new or particularly difficult about the interview.
Metropark, What are your weaknesses?
AT&T," They will grab some random object (pen, sheet of paper, a picture frame) and ask you to convince them to buy it."
J.C.Penney, What would you do if you knew someone was stealing?
Deloitte," If I am a bank (client) who has hired you as Consultants, what risks can you think of?"
Deloitte," questions related to technical consultant role - like SDLC, databases, programming, project management, testing, software implementation standard behavioral questions"
CH2M, How current are you with your IT skills?
CountrywideHomeLoans, How do you plan to get new business in a declining housing market?
KaiserPermanente," On a scale of 1 to 10, how interested are you in the position?"
Cerner, Tell me a time you were dissatisfied with an outcome. Tell me a time when you were satisfied
Tatum, Why did you leave prior employers
A'gaci, Why do you want to work for this company? 
MartinLawrenceGalleries, Do you think you can bring business in from the outside?
Target, Tell me about your 3 weaknesses
Sprint, Basic behavioral questions
IXLLearning, What would your ideal job look like?
Capgemini," Suppose you are a consultant, and a client comes to you with a problem in their business processes. What are your first steps in addressing this problem?"
WellsFargo, Why are you interested in this role?
RGP, How would you feel about helping to join sales staff and scope new projects while engaged at a client?
Bluewolf, Asked to do a presentation on a simple case study
Deloitte, run me trough a dcf valuation? CAPM
Deloitte, What are the risk associated with an investment in RMBS. 
Deloitte, How many gas station is there in the US?
PlumDistrict, Why do you want to work for us?
PlumDistrict, How did you find out about our position?
BoozAllenHamilton, Why are you here?
BoozAllenHamilton, What are your core values? 
AndrewsAdvisoryGroup, Case Study
UniversityofPortland, Tell us a bit about yourself. 
Sprint, Just the sales part. That's all they really care about. 
CarMax," Questions were pretty standard. I am always caught by ""What was your most difficult sale and how did you overcome it"""
A.T.Kearney, 2 behavioral and 1 flipchart presentation. 
EY, Favorite EY sub-service line
Deloitte, I was given a case analyzing a potential market for Deloitte and if I would like to start a business there.
McKinsey&Company," No specific questions, other than the test. Everything else was just group work."
CellularSales, Nothing too difficult. Just physiological mind games to see how you handle stuff.
AXAEquitable, What is your biggest flaw or weakness?
AXAEquitable, Why are you looking to leave your company?
BostonConsultingGroup, Give me three reasons why I should NOT hire you
Deloitte, Do you know what an example of a control is?
Deloitte, Are you applying to the other big 4s?
Deloitte, Why Deloitte?
IBM, How will deal with an alcoholic subordinate.
IBM, Describe a weakness.
J.C.Penney, If you could sell me one product what would it be?
MSCI, Explain to me in detail some common themes taking place in ESG research today.
MSCI, What was the most recent book you've read? Why did you read it? Would you recommend it to me?
